task,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,mae,best_epoch,best_val_loss
confidence_5class_mlp,0.5936739659367397,0.43660320098269445,0.2843364397499579,0.2968858555607253,0.5683800880602956,0.5936739659367397,0.5476239074353834,0.4628953771289538,4,0.9448407200666574
