epoch,train_loss,val_loss
1,1.1479548941055933,0.983346150471614
2,0.9705427745978038,0.9538931617370019
3,0.9321570962667465,0.9503670426515433
4,0.9046083947022756,0.9448407200666574
5,0.8923995663722356,0.9549181919831496
6,0.8741048057874043,0.9632732593096219
7,0.8586075842380524,0.9693244328865638
8,0.8401044795910517,0.9612277150154114
9,0.8256922463575999,0.9701755000994756
10,0.8158495704332988,0.9848065422131465
11,0.8048578927914302,0.9866160337741559
12,0.7957478255033493,0.9898280730614295
13,0.7814334740241369,0.9957785331285917
14,0.7755595962206523,1.0014892678994398
15,0.7687142302592596,1.0076823509656465
16,0.763725687066714,1.0111364401303804
17,0.7537570536136627,1.0179724372350252
18,0.7407428552707036,1.0173805539424603
19,0.7314516395330429,1.0344019853151762
20,0.7250556578238805,1.036380634858058
21,0.7193712393442789,1.0508928298950195
22,0.7130274544159572,1.0443442968221812
23,0.7025879283746084,1.0540162600003755
24,0.6955045938491822,1.0604087710380554
25,0.691617930928866,1.0630653775655305
26,0.6918061345815658,1.067798756636106
27,0.6768147577842076,1.0871405051304743
28,0.6735258628924687,1.0828357568153968
29,0.6646114875872929,1.0795147602374737
30,0.6565547386805216,1.0989473966451793
31,0.6454760099450747,1.1022116862810576
32,0.6473778069019318,1.1136316015170171
33,0.6415946493546169,1.1171854917819684
34,0.6333391815423965,1.1159446101922255
35,0.6262780467669169,1.142085116643172
36,0.6259144882361094,1.1482139550722563
37,0.6120135088761648,1.1471906579457796
38,0.6108004346489906,1.1540749898323646
39,0.6078825746973355,1.160150014437162
40,0.6014060979088147,1.1805360042131865
41,0.5921115095416705,1.1879751957379854
42,0.5943437745173772,1.1777755572245672
43,0.5770973448952039,1.1968233035160944
44,0.5817847937345505,1.194075909944681
45,0.5724642102917036,1.2034802115880525
46,0.5784483671188354,1.213243502836961
47,0.5769991179307302,1.230740602199848
48,0.559808508058389,1.237960086419032
49,0.5600266521175702,1.23522183069816
50,0.5522642542918523,1.2399959380810077
51,0.5476823007067044,1.263614255648393
52,0.5521210824449857,1.2556459032572234
53,0.5471695269147555,1.2636215457549462
54,0.5356032883127531,1.2554776576849132
55,0.5385269646843275,1.2775769738050609
56,0.5298004443446795,1.2838641313406138
57,0.5316342681646347,1.2905616531005273
58,0.5286932984987894,1.289057772893172
59,0.5203289344906807,1.314215403336745
60,0.5058525557319323,1.3187830723248994
61,0.514156689743201,1.3236009524418757
62,0.5049393023053805,1.3237749796647291
63,0.5023120279113452,1.3426144764973567
64,0.5058008094628652,1.3453422142909124
65,0.4985344583789508,1.365888705620399
66,0.49065642108519875,1.3694591155418983
67,0.4848282267649969,1.3919305159495428
68,0.4854408914844195,1.4051568783246553
69,0.4794752836227417,1.3985221202556903
70,0.4713117852807045,1.4139389166465173
71,0.47703316708405813,1.4248930032436664
72,0.47237321386734643,1.4379043854199922
73,0.4661527469754219,1.4350454348784227
74,0.4603267515699069,1.4562319333736713
75,0.47234707574049634,1.4539028864640455
76,0.45490777790546416,1.4618426744754498
77,0.46032455414533613,1.4683483288838313
78,0.45578842411438625,1.46712772662823
79,0.4546659643451373,1.4931776890387902
80,0.45985747675100963,1.4897696605095496
81,0.45830219785372417,1.4844279839442327
82,0.44319805105527244,1.5049155216950636
83,0.44554508527119957,1.5138505788949819
84,0.43864748179912566,1.525725740652818
85,0.43726730098327,1.5543861664258516
86,0.4378655840953191,1.5535028806099525
87,0.43657908191283545,1.5557161202797523
88,0.4225149109959602,1.5703130226868849
89,0.4221024240056674,1.580381338412945
90,0.4205067778627078,1.5750920955951397
91,0.4114161675175031,1.5908550390830407
92,0.42113077292839685,1.610472504909222
93,0.41444825927416484,1.6284914291821992
94,0.40885425011316934,1.618539993579571
95,0.41089025189479195,1.6234237139041607
96,0.4081677243113518,1.6575799813637366
97,0.4045165653030078,1.6633213941867535
98,0.4040195604165395,1.6542398104300866
99,0.4032167131702105,1.6597064916904156
100,0.3975050056974093,1.6683453688254724
101,0.396429776151975,1.6806842180398793
102,0.3902247284849485,1.6947659437473004
103,0.3955139423410098,1.7068161964416504
104,0.38893816818793614,1.7551055871523344
105,0.38720981578032176,1.7301011910805335
106,0.38353182524442675,1.749588131904602
107,0.3859111100435257,1.7542041906943688
108,0.39357221325238545,1.7460502019295325
109,0.3783714771270752,1.762157155917241
110,0.37442712634801867,1.7577941876191359
111,0.3778041645884514,1.7834018468856812
112,0.3817279169956843,1.7953886618980994
113,0.38186643173297247,1.7999905347824097
114,0.3699479416012764,1.8067364142491267
115,0.3649608924984932,1.8107571601867676
116,0.3760869304339091,1.834443679222694
117,0.36191887855529786,1.8057698103097768
118,0.36340343008438747,1.8291060557732215
119,0.3636477512617906,1.8335768351188073
120,0.3619743535916011,1.8499845908238337
