,precision,recall,f1-score,support
confidence_1,0.0,0.0,0.0,16.0
confidence_2,0.55,0.09821428571428571,0.16666666666666666,112.0
confidence_3,0.5140449438202247,0.3719512195121951,0.43160377358490565,492.0
confidence_4,0.6189710610932476,0.8489525909592062,0.7159460715946072,907.0
confidence_5,0.5,0.10256410256410256,0.1702127659574468,117.0
accuracy,0.5936739659367397,0.5936739659367397,0.5936739659367397,0.5936739659367397
macro avg,0.43660320098269445,0.2843364397499579,0.2968858555607253,1644.0
weighted avg,0.5683800880602956,0.5936739659367397,0.5476239074353834,1644.0
