,precision,recall,f1-score,support
confidence_123,0.6309523809523809,0.5129032258064516,0.5658362989323843,620.0
confidence_45,0.7350877192982456,0.818359375,0.7744916820702403,1024.0
accuracy,0.7031630170316302,0.7031630170316302,0.7031630170316302,0.7031630170316302
macro avg,0.6830200501253132,0.6656313004032258,0.6701639905013124,1644.0
weighted avg,0.6958152680972505,0.7031630170316302,0.6958016957287131,1644.0
