epoch,train_loss,val_loss,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,mae
1,1.4034781308382256,1.2108246518284245,0.5069993913572732,0.3866053247058579,0.3389179871618431,0.27944173379877163,0.5259011123613972,0.5069993913572732,0.46158850547435176,0.6908094948265369
2,1.194100742335063,1.1479768573113207,0.5088253195374315,0.40527153174882996,0.374824539359005,0.30730077625773833,0.5357095523216113,0.5088253195374315,0.48426902470853905,0.6828971393791844
3,1.1261331072711669,1.130441629661704,0.5063907486305539,0.38322663464352014,0.35693894356212624,0.27719830636955967,0.527268762381489,0.5063907486305539,0.46148151505785534,0.6871576384662204
4,1.0519935723308769,1.0911886176900463,0.5203895313451005,0.37726305330666277,0.35307361096111756,0.3088103506975101,0.5381012109628656,0.5203895313451005,0.49364497818651837,0.6378575776019476
5,0.9965017593764355,1.0753608698969706,0.5179549604382228,0.3801202455548967,0.363597919235007,0.3105548307100953,0.532079592615831,0.5179549604382228,0.49439083491406755,0.6335970785149118
6,0.9749663997714049,1.0711456178095162,0.5295191722458916,0.3779814707180812,0.3830040160541614,0.3225792600127877,0.5370496517577065,0.5295191722458916,0.5000949930960034,0.6110772976262934
7,0.9365420962820524,1.1034293798724109,0.5082166768107121,0.3673892718521917,0.36147509141775935,0.30216660770135034,0.5326165399659566,0.5082166768107121,0.4892054763393438,0.6579427875836884
8,0.9124587891109585,1.06312681768119,0.5362142422398052,0.39728244818772857,0.3727692881281445,0.330004937809351,0.5532605120975188,0.5362142422398052,0.5116914007797158,0.5946439440048692
9,0.8814113806137202,1.0628245348474707,0.5234327449786975,0.373977465442772,0.33557254554811067,0.30235253029563747,0.5392204486523091,0.5234327449786975,0.4987921200668914,0.6129032258064516
10,0.8726286619229031,1.0589811588596152,0.5356055995130858,0.3897347835677413,0.36692385435980823,0.32265215466415353,0.543030145277372,0.5356055995130858,0.5072567974272973,0.5964698721850273
11,0.8404583855854928,1.0591454949962316,0.5356055995130858,0.38140020712900313,0.3668090246651203,0.32927249561664806,0.5441406420516467,0.5356055995130858,0.5084100870274312,0.5830797321972002
12,0.8285823798141938,1.0682374022025853,0.5349969567863664,0.38181070159314723,0.37207890066399324,0.3303446756874271,0.5465604222272696,0.5349969567863664,0.5142483630204011,0.5982958003651856
13,0.8143019092462999,1.0426952062549928,0.5423006695069994,0.37878434930121785,0.329361489827413,0.3148516640884496,0.5402498854230682,0.5423006695069994,0.5120619378289568,0.5629945222154595
