,pred_1,pred_2,pred_3,pred_4,pred_5
true_1,0.125,0.375,0.25,0.25,0.0
true_2,0.026785714285714284,0.45535714285714285,0.08035714285714286,0.4375,0.0
true_3,0.034552845528455285,0.21951219512195122,0.16463414634146342,0.5813008130081301,0.0
true_4,0.006615214994487321,0.0926130099228225,0.06945975744211687,0.8202866593164277,0.011025358324145534
true_5,0.017094017094017096,0.03418803418803419,0.017094017094017096,0.8290598290598291,0.10256410256410256
