epoch,train_loss,val_loss,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,mae
1,0.6065633488006085,0.5817234320242958,0.6768107121119903,0.6523836136541055,0.6353310896193565,0.6386383094346875,0.6670691705980512,0.6768107121119903,0.6673033533927369,0.3231892878880097
2,0.5594165742840321,0.5737048594311687,0.6932440657334145,0.6715415802950859,0.659597549561814,0.6631619025304593,0.6865204041518325,0.6932440657334145,0.6877300235984533,0.30675593426658554
3,0.5459156195084327,0.5744126169549497,0.689592209373098,0.667446350275587,0.6572939611950928,0.660494277351537,0.6832760998265708,0.689592209373098,0.684752636479699,0.310407790626902
4,0.527761092590437,0.5729632688163623,0.6914181375532562,0.6695853714620177,0.6533910963631036,0.6573598642603733,0.6833726772928628,0.6914181375532562,0.6837254387593039,0.30858186244674374
5,0.5155752526375411,0.5764671785397567,0.6859403530127814,0.6640978667969386,0.6587813670898841,0.6608359603782945,0.6818642703923807,0.6859403530127814,0.6833569032114696,0.3140596469872185
6,0.5031432212448319,0.5776966069431038,0.6853317102860621,0.6628634556924679,0.6548170522262244,0.6575461866414022,0.679704147453274,0.6853317102860621,0.6813538682258223,0.3146682897139379
7,0.4924533072320341,0.5838300829171699,0.6804625684723068,0.6572194897172108,0.6483758283936962,0.6511850790558189,0.6741350515698304,0.6804625684723068,0.6758495186692888,0.31953743152769326
8,0.48490929790885556,0.5909449925019258,0.6762020693852708,0.6521052008856887,0.6417920089748559,0.6447319219226054,0.668851898057842,0.6762020693852708,0.6705387299645866,0.32379793061472917
9,0.4733576044481073,0.5959974278492385,0.696895922093731,0.676016108498362,0.66948312645156,0.6719585925973444,0.6925959208780511,0.696895922093731,0.6940333588844327,0.30310407790626903
10,0.4701206240322587,0.6104965999368771,0.6737674984783932,0.6492365596141902,0.6385713970585918,0.641488356945123,0.666051784374097,0.6737674984783932,0.6677438047237059,0.3262325015216068
11,0.4591991072963869,0.6203592245853027,0.6798539257455873,0.6577186963979417,0.6535730829953581,0.6552406164530017,0.6763271386797151,0.6798539257455873,0.677723388722539,0.32014607425441266
12,0.448365754088051,0.6177297953201081,0.6835057821059038,0.6606681767837841,0.6517697609121076,0.6546399420492323,0.6773491963360064,0.6835057821059038,0.6790087880760224,0.31649421789409615
13,0.4433722248955957,0.6062610507809528,0.6853317102860621,0.6625085440874915,0.6513419741531713,0.6546114439227617,0.6783152619555861,0.6853317102860621,0.6797519068037483,0.3146682897139379
14,0.4358739697850812,0.6216750095620507,0.6774193548387096,0.6541034746124166,0.646877393006041,0.64933086986917,0.6717777051809298,0.6774193548387096,0.6735534128213967,0.3225806451612903
15,0.4315628944420724,0.613950157049438,0.6871576384662204,0.6658358499819317,0.661971253990313,0.6635750435020938,0.6840662064471764,0.6871576384662204,0.6853144011586794,0.31284236153377964
16,0.4225090738497155,0.6296151707394415,0.6902008520998174,0.6682181781821818,0.6590468627395369,0.6620752691256935,0.6843334473612894,0.6902008520998174,0.6858692749751106,0.3097991479001826
17,0.41639577443976805,0.620224969530715,0.6920267802799757,0.6703679782723901,0.6620941540536538,0.6649587323080891,0.686662874341887,0.6920267802799757,0.6882013173974391,0.30797321972002434
18,0.410169274403757,0.6399049253922299,0.6828971393791844,0.6603489256356149,0.6534919374407164,0.6559264649904395,0.6777705705511667,0.6828971393791844,0.6794378572293237,0.3171028606208156
19,0.4072629551732691,0.6540512809358714,0.682288496652465,0.661430670491626,0.6599528567962158,0.6606371259532198,0.6809271466932494,0.682288496652465,0.6815580889662254,0.317711503347535
20,0.4019898390898976,0.6374523513431747,0.6774193548387096,0.6551459777357698,0.6513002196444722,0.6528614938129864,0.6740289042014758,0.6774193548387096,0.6753962816191993,0.3225806451612903
21,0.3923777864791996,0.6603749670491883,0.6804625684723068,0.6570917699204191,0.6474280798283181,0.6503723970208238,0.6737377561003604,0.6804625684723068,0.6754059214026592,0.31953743152769326
22,0.38396291919164327,0.638410483492052,0.6725502130249543,0.6492128891444703,0.6439112472465659,0.6458665858989892,0.6678920645458157,0.6725502130249543,0.6695919395076633,0.3274497869750457
23,0.3894683369361899,0.6559483533361229,0.671941570298235,0.6483360729155387,0.6424742618905811,0.6445625609820218,0.6668601520749539,0.671941570298235,0.6686392775079022,0.3280584297017651
24,0.37546682756888167,0.6672121861760237,0.6798539257455873,0.65851939026766,0.6564163286914926,0.6573565701163425,0.6779188204868184,0.6798539257455873,0.6787851677584498,0.32014607425441266
25,0.37594020185577526,0.6616259880785672,0.674984783931832,0.6511952959321381,0.6433408649013175,0.6458834488748826,0.6688285393478077,0.674984783931832,0.6706597447513937,0.32501521606816797
26,0.37317019222627984,0.6732256489415323,0.6762020693852708,0.6533166968406974,0.6481103327440433,0.6500683788605232,0.6717815547690152,0.6762020693852708,0.6734082672801754,0.32379793061472917
27,0.3709838202497393,0.6670532365869765,0.6670724284844796,0.6427701383653596,0.6366648704349718,0.6387558087327647,0.661547052310961,0.6670724284844796,0.663440514211977,0.3329275715155204
28,0.36153979063002967,0.674223121461967,0.6731588557516738,0.6501819451890118,0.64566414879101,0.6474098164378317,0.6691013315044686,0.6731588557516738,0.6706651424847926,0.3268411442483262
29,0.35904343269035766,0.6666273649915717,0.6804625684723068,0.657769586372301,0.6515349902782899,0.653794702255216,0.6755775821102703,0.6804625684723068,0.6772460495206839,0.31953743152769326
30,0.3467702073229542,0.6968513159075671,0.6688983566646378,0.6446763461373433,0.6381325808067917,0.6403367296022664,0.6631773484639054,0.6688983566646378,0.6650736895418149,0.33110164333536213
31,0.35321528071187624,0.7011519494175693,0.674984783931832,0.6516681169652092,0.6455522782205332,0.6477306673090821,0.6698942055687486,0.674984783931832,0.6716451109977533,0.32501521606816797
32,0.3383026954628433,0.6957465350011174,0.6792452830188679,0.658321298779617,0.6571907566547233,0.6577225407705642,0.6781570379756918,0.6792452830188679,0.6786706466967045,0.32075471698113206
33,0.3427995607297693,0.7116437599706853,0.671941570298235,0.6480286738351254,0.6412105971367437,0.6435094778783754,0.6662242553943415,0.671941570298235,0.668081178439504,0.3280584297017651
34,0.34215326055210127,0.695638437207269,0.6847230675593426,0.662403789224393,0.6555914801894551,0.6580340152235966,0.6797152604280967,0.6847230675593426,0.6813505947151743,0.31527693244065735
35,0.3355245038620231,0.6969371384697866,0.6755934266585514,0.6529357381516203,0.6485688445188147,0.6502838362116302,0.671746779748472,0.6755934266585514,0.6732457044677737,0.32440657334144857
36,0.3275341344891634,0.7043441614579371,0.6859403530127814,0.6637548516544964,0.6568858699591278,0.6593543472111503,0.6809625616055067,0.6859403530127814,0.6825809012992855,0.3140596469872185
37,0.33285210663903286,0.6968172831427957,0.6707242848447961,0.6470717327219129,0.6414957883093678,0.6435040967251466,0.6657791753279803,0.6707242848447961,0.6675465976854537,0.3292757151552039
38,0.32501352715482923,0.7154379883555472,0.6804625684723068,0.6568381665745724,0.6449007503206431,0.6481360993210128,0.6727598223073311,0.6804625684723068,0.6741660473725567,0.31953743152769326
39,0.31972509579049796,0.7073899615630825,0.6780279975654291,0.6553643543250881,0.6502098754927821,0.6521665876269888,0.6737241946066572,0.6780279975654291,0.6753148585763517,0.3219720024345709
40,0.3119054795213093,0.7243609808598505,0.6792452830188679,0.6561116332325124,0.6486610195663203,0.651185013211575,0.6735816776097789,0.6792452830188679,0.6753312968869494,0.32075471698113206
41,0.3096001122342606,0.7427719868470167,0.6713329275715155,0.6489103027382961,0.6460919355499463,0.6472858478624541,0.668585297395016,0.6713329275715155,0.6697634212035581,0.3286670724284845
42,0.31154250396613054,0.741257456839266,0.6615946439440049,0.6385961035259151,0.6363686497694836,0.6373275782666832,0.6591360026520934,0.6615946439440049,0.660224268470462,0.33840535605599514
43,0.3081510539552444,0.7558552004256338,0.6591600730371272,0.6352366180343496,0.631884373099382,0.6332121444061742,0.6555184477512921,0.6591600730371272,0.657022486239154,0.3408399269628728
44,0.29618600660235306,0.745947918511714,0.6828971393791844,0.660293826671943,0.653176021252257,0.6556712476443128,0.6776244736998661,0.6828971393791844,0.6793023787821559,0.3171028606208156
45,0.30661062100966074,0.7512619148574802,0.6743761412051126,0.6511862134366672,0.6456948738068452,0.6477138603167352,0.6696736111208552,0.6743761412051126,0.6713677865031055,0.3256238587948874
46,0.3021044929718657,0.7584447971002691,0.671941570298235,0.647748482076021,0.6399469323829061,0.6424316570872524,0.6656148326784295,0.671941570298235,0.6675025791160744,0.3280584297017651
47,0.2959284153836758,0.7583503746362409,0.6695069993913573,0.6454745671761681,0.639253649974317,0.6413974481570224,0.6640429781940697,0.6695069993913573,0.6659016439069535,0.33049300060864273
48,0.2863570699357259,0.7485903962240376,0.6762020693852708,0.6542842709602925,0.6515854108170964,0.6527475845410629,0.6736861190141917,0.6762020693852708,0.6747739274509631,0.32379793061472917
49,0.2815068356371218,0.7571686543274855,0.6835057821059038,0.661939478677719,0.6584040008697543,0.6598831191579484,0.6805375166878311,0.6835057821059038,0.6817599963915053,0.31649421789409615
50,0.28538310753193963,0.770299706020808,0.6701156421180767,0.6460320551327159,0.6394269705764644,0.6416590210375521,0.6644273282396296,0.6701156421180767,0.6663050362714407,0.32988435788192333
51,0.28648205090026096,0.7818269456804198,0.667681071211199,0.6432389048143335,0.6365222748486596,0.638744631978428,0.6617668986236778,0.667681071211199,0.6636984215103444,0.332318928788801
52,0.2873069559335553,0.7998191290197761,0.6695069993913573,0.6445558454340763,0.6351467395243453,0.6378167407083235,0.6620784596842858,0.6695069993913573,0.6639644644365057,0.33049300060864273
53,0.27488713567035267,0.8081754381454942,0.6658551430310408,0.6409954967520822,0.6337908997230022,0.6360745742771274,0.6594903356349439,0.6658551430310408,0.6614831020863172,0.33414485696895924
54,0.2716982207501598,0.7957605790308315,0.6688983566646378,0.6452773564286995,0.6403439941260072,0.6421751843987304,0.664335748973189,0.6688983566646378,0.6660415364669461,0.33110164333536213
55,0.2661264883304516,0.794303025694352,0.6682897139379185,0.6444703324013669,0.6392229249584818,0.641129072659104,0.6634595411412418,0.6682897139379185,0.6652251283069017,0.3317102860620816
56,0.2624675620098067,0.8215646215567702,0.6652465003043213,0.6414567488562501,0.637092657193908,0.6387457704091749,0.6609653180396379,0.6652465003043213,0.6626262034158125,0.33475349969567864
57,0.26704488934244447,0.8364486369285653,0.6707242848447961,0.6474213787358117,0.6427594530632053,0.644530586079048,0.6664528763930474,0.6707242848447961,0.668081422861705,0.3292757151552039
58,0.2601340860536441,0.8273178676389298,0.6640292148508825,0.6395291181637579,0.6339027702934791,0.6358564201397253,0.6586802658665589,0.6640292148508825,0.6605769686718348,0.3359707851491175
59,0.2584525208333929,0.8103333912603897,0.6768107121119903,0.6547072931253722,0.6514428152307843,0.652807895496105,0.673850859029549,0.6768107121119903,0.6750882877714985,0.3231892878880097
60,0.2569643700662221,0.844199957821475,0.667681071211199,0.6437532932093615,0.6384177719794157,0.6403401436910642,0.6627533703949791,0.667681071211199,0.6645425982949804,0.332318928788801
61,0.2535446008891042,0.8288262774141838,0.671941570298235,0.6496214127291344,0.6468970885290123,0.6480589286104603,0.6692925845647594,0.671941570298235,0.6704349550515764,0.3280584297017651
62,0.25069548191777385,0.8494757096794997,0.6658551430310408,0.6412442396313365,0.6347386482883803,0.636895553534746,0.6599709422182083,0.6658551430310408,0.661923129802018,0.33414485696895924
63,0.2543810688776242,0.8655219237686872,0.6591600730371272,0.6339303659625504,0.6280933788378695,0.6300335192655355,0.6533490080679348,0.6591600730371272,0.6553691983596965,0.3408399269628728
64,0.243671892435505,0.8593311182116127,0.6725502130249543,0.6491304290908615,0.6435953310581065,0.6456098851754443,0.6677271288088243,0.6725502130249543,0.6694577250598892,0.3274497869750457
65,0.2497507758814565,0.8244608056596047,0.6762020693852708,0.6523396952954964,0.6433715899171528,0.6461242230794394,0.6695188910046518,0.6762020693852708,0.6713042154983087,0.32379793061472917
66,0.2407254430994028,0.8420062909674804,0.6755934266585514,0.6535765985241677,0.6507802578380304,0.6519766399802882,0.6729804404623827,0.6755934266585514,0.6741035826391284,0.32440657334144857
67,0.2455299059447634,0.8714755169153939,0.6664637857577602,0.6409338630790283,0.6311209746290152,0.6337554019577216,0.6585543432755369,0.6664637857577602,0.6604683589919691,0.3335362142422398
68,0.2278562015606692,0.8790181462385999,0.6634205721241632,0.6392986704823616,0.6346771982567099,0.6363858657045837,0.6588398473679422,0.6634205721241632,0.6605843417631805,0.3365794278758369
69,0.2443971246449853,0.8654010004193334,0.6786366402921485,0.6560714867285458,0.651015028471848,0.6529484245731385,0.6744256988563443,0.6786366402921485,0.6759931102628992,0.3213633597078515
70,0.23203273431925875,0.8556995449890397,0.6780279975654291,0.6552891552891553,0.6498939593043227,0.6519163987730627,0.6735622529901287,0.6780279975654291,0.6751847345858158,0.3219720024345709
71,0.23609558046485876,0.892982594355968,0.6798539257455873,0.656305880765208,0.6459910944723333,0.649017171077213,0.6727854026450197,0.6798539257455873,0.6744084208144165,0.32014607425441266
72,0.22868544199830754,0.9084481107557393,0.664637857577602,0.6400657095545511,0.6340760908956263,0.6361141693085071,0.6590511264278525,0.664637857577602,0.6609793845170007,0.33536214242239804
73,0.2315941753412633,0.9131777456310269,0.6634205721241632,0.6384412249409304,0.6318339525605756,0.6339759246793186,0.6573051010623547,0.6634205721241632,0.6593134861071783,0.3365794278758369
74,0.23247569417033268,0.8958506291041778,0.6634205721241632,0.6397185758102808,0.6359408630105474,0.6374166998889399,0.6595609568580194,0.6634205721241632,0.6611156834487684,0.3365794278758369
75,0.22367772863747198,0.9174316647715925,0.6682897139379185,0.6445613210319092,0.6395388411469412,0.6413883503427583,0.6636296287579807,0.6682897139379185,0.6653604543464454,0.3317102860620816
76,0.21307099693049072,0.906606682320593,0.6622032866707243,0.6370819627646549,0.630539562790903,0.6326521486383758,0.6560530567125529,0.6622032866707243,0.6580813468164267,0.3377967133292757
77,0.22041449597410684,0.9369149930725283,0.6567255021302495,0.6322241809186178,0.6283478449946587,0.6298130393096837,0.652481974332771,0.6567255021302495,0.6541739819531304,0.34327449786975045
78,0.21827804067250195,0.9209585764461803,0.6640292148508825,0.6379555328392538,0.6275844465242917,0.6301903410480991,0.6555871458015862,0.6640292148508825,0.6574929333919948,0.3359707851491175
79,0.2162660509017599,0.9041453737060399,0.6585514303104077,0.6325317799793644,0.625076812539588,0.6272663416196465,0.6514680409280911,0.6585514303104077,0.6536220570923256,0.3414485696895922
80,0.22114831298756807,0.888864225827552,0.664637857577602,0.6404408037801868,0.6353397556494638,0.6371782000645253,0.6597310991534739,0.664637857577602,0.6615395333891796,0.33536214242239804
81,0.21042801114691798,0.9237532473452121,0.6664637857577602,0.6415603573723873,0.6339642203251494,0.6363223627873911,0.6598837973403405,0.6664637857577602,0.661875662176647,0.3335362142422398
82,0.21578870523293026,0.9048497948208308,0.6670724284844796,0.6434114013849839,0.6388762837541873,0.640588226590091,0.6627353766739814,0.6670724284844796,0.6644002556476017,0.3329275715155204
83,0.210172106767279,0.9358078903783332,0.6731588557516738,0.6487093664468983,0.6390299088333633,0.6418187656728724,0.6658796732966618,0.6731588557516738,0.6676775642769864,0.3268411442483262
84,0.22449073995989263,0.9153013084258383,0.674984783931832,0.6539278417459891,0.653134266743558,0.6535135109518799,0.6741768437040778,0.674984783931832,0.6745648079322243,0.32501521606816797
85,0.21371665957201288,0.9352203434150682,0.671941570298235,0.6501579141941117,0.6484766694713091,0.6492382338670548,0.6702389397061885,0.671941570298235,0.671018228864431,0.3280584297017651
86,0.20736912413430908,0.9515982202401048,0.671941570298235,0.6481029877324891,0.641526513325203,0.643775052745268,0.6663807537150207,0.671941570298235,0.6682226145174319,0.3280584297017651
87,0.19801786074638056,0.9602938307833541,0.664637857577602,0.6399757617728532,0.6337601747071671,0.6358442561459048,0.6588849403917906,0.664637857577602,0.6608361050076159,0.33536214242239804
88,0.19099731648515453,0.948965117906697,0.664637857577602,0.639800487117206,0.6331283423302483,0.6352997007202614,0.6585571454121567,0.664637857577602,0.66054562539793,0.33536214242239804
89,0.20623147263025146,0.9570946905283542,0.6707242848447961,0.6465234889094423,0.6392843749901522,0.641648910972918,0.6646627770778102,0.6707242848447961,0.6665617847392067,0.3292757151552039
90,0.1922517545489199,0.9353141529271317,0.6622032866707243,0.6382789437830473,0.6343305570524154,0.6358490226969132,0.6581415969879302,0.6622032866707243,0.659758660374511,0.3377967133292757
