,pred_1,pred_2,pred_3,pred_4,pred_5
true_1,0.125,0.3125,0.3125,0.25,0.0
true_2,0.044642857142857144,0.33035714285714285,0.1875,0.4375,0.0
true_3,0.028455284552845527,0.18495934959349594,0.22560975609756098,0.5589430894308943,0.0020325203252032522
true_4,0.012127894156560088,0.07276736493936053,0.08599779492833518,0.8180815876515987,0.011025358324145534
true_5,0.008547008547008548,0.017094017094017096,0.03418803418803419,0.8376068376068376,0.10256410256410256
