n,overall_mean_confidence,overall_high_conf_rate_4_5,overall_conf5_rate,q1_mean_confidence,q5_mean_confidence,delta_q5_minus_q1_mean_confidence,q1_high_conf_rate_4_5,q5_high_conf_rate_4_5,delta_q5_minus_q1_high_conf_rate_4_5,top_bin_high_conf_lift_vs_overall,q1_conf5_rate,q5_conf5_rate,delta_q5_minus_q1_conf5_rate,top_bin_conf5_lift_vs_overall,spearman_corr
10956,3.605695509309967,0.6225812340270171,0.07082876962395035,3.468978102189781,3.718849840255591,0.24987173806580998,0.541970802919708,0.6773162939297125,0.13534549101000448,1.0879163343049303,0.029653284671532845,0.11547238703788225,0.0858191023663494,1.6303034437977293,0.12520199161418497
