epoch,train_loss,valid_loss
1,1.2244581915440156,0.9981043752092514
2,1.0677143377367058,0.9711243531999797
3,1.0222701199945792,0.9578428955843848
4,0.9853135920467195,0.9666058677826485
5,0.9660541106019603,0.9684866001136112
6,0.9393661022376436,0.9615700253604973
7,0.9212052920424095,0.9672232405112607
8,0.9085335910729119,0.9761802227827754
9,0.8812941482790084,0.9752205988786516
10,0.8724624788880938,0.9745328952796268
11,0.8679364613193121,0.9813284804351139
12,0.854452368288562,0.9791306531342276
13,0.8370242688291639,0.9788395679780166
14,0.825464332272335,0.9820075591985327
15,0.81850654177418,0.9885671595587348
16,0.8066846696220086,0.996390300945644
17,0.7994072112720435,0.9950105221602168
18,0.7900540000445256,1.0068644881248474
19,0.783745083973955,1.00807012302162
20,0.7774504126465199,1.011379538661372
21,0.7670733863044635,1.014139918515282
22,0.7557634846847353,1.0220452821167716
23,0.7564180195759427,1.034280605994872
24,0.7440047500780935,1.0459398448902324
25,0.7500112887970878,1.0283136350395035
26,0.7369205533852828,1.034700338422817
27,0.7301191034427054,1.0428635804322515
28,0.7285022328533408,1.0530266035212217
29,0.711966725892793,1.0499086493123186
30,0.7032508537923599,1.0727601656078423
31,0.6974344687667983,1.0618224287555165
32,0.698125605841297,1.0791488690097837
33,0.7008366604300595,1.0726461454029501
34,0.6842731617756765,1.0842317638606052
35,0.6787642791281732,1.1010697766812179
36,0.672787474360694,1.1028649637298862
37,0.6687592891086362,1.113317435675294
38,0.6745854547423483,1.1143042175439153
39,0.6625475154834773,1.114240677252303
40,0.6586704570602976,1.1233287834338028
41,0.6621967828171722,1.1313552051565072
42,0.6514505183952825,1.1395365117240126
43,0.6447266373945182,1.146018746125437
44,0.6508034010813771,1.1454012385250008
45,0.6342760123625043,1.1562586122185645
46,0.6297291315533032,1.1611274572184487
47,0.6221051575109808,1.1653706788146583
48,0.6163021399814204,1.1724630994518308
49,0.6217812017820957,1.1768216542953993
50,0.6167432296175943,1.1963806844105687
51,0.627375459844697,1.1861213839402165
52,0.6029240581041927,1.2006294801287407
53,0.6120624583341887,1.200076449091417
54,0.6034993561709803,1.21809698151846
55,0.5914932238150488,1.2074025007930116
56,0.5935392854217771,1.238119094911283
57,0.5806084400780839,1.235344496086566
58,0.5871110642337277,1.2453335079833538
59,0.5831348837775249,1.2441425928234184
60,0.5805644940539537,1.2514850745235917
61,0.5682302841971846,1.275372988116132
62,0.5683368471920405,1.2773189194446062
63,0.568508788627155,1.2685651583393125
64,0.5604290464626467,1.2869427939401055
65,0.5616831494815271,1.30244661530439
66,0.5560136584486505,1.311806473418744
67,0.5477500433140776,1.3117821455871972
68,0.5444390215663024,1.3398067007099626
69,0.5418601981166853,1.3442270083584054
70,0.5335195561709597,1.3300995772337392
71,0.5366329046494844,1.327794094590375
72,0.5366289371802564,1.3661806979318605
73,0.5227062170484733,1.3676381202509804
74,0.5377981331370351,1.358900143282257
75,0.5307142034211836,1.3770475137407763
76,0.5203238162687218,1.3877301368400128
77,0.524250892225734,1.3920686949778647
78,0.5150689800773669,1.4007420435439062
79,0.511433426843988,1.414290528227813
80,0.5090211077509628,1.4369965630726222
81,0.5011509381416483,1.4353259144908321
82,0.506602043925071,1.4460541545039547
83,0.5065743178596664,1.4547113813187955
84,0.5029028365440509,1.4665638778331507
85,0.5025824696711391,1.4667967364300776
86,0.501153636365034,1.4870270745162546
87,0.5005619526749283,1.4761196240021364
88,0.49330037227403084,1.4896844281767407
89,0.48775610889950877,1.4928216111921047
90,0.4801297007219614,1.5055707760535888
91,0.49026260334078686,1.5111556194559501
92,0.47720154950656396,1.537254865804728
93,0.483093876096312,1.529922664383032
94,0.4864739011607685,1.5177131530142178
95,0.4772878467621476,1.5483501923345302
96,0.4663759426487597,1.5706138123560995
97,0.4684236717165806,1.5665045752577538
98,0.471176751587464,1.5929938032679314
99,0.4770422427760881,1.5710315697819648
100,0.46574386521542405,1.599241670030747
