epoch,train_loss,valid_loss
1,1.215297637744297,1.0063107071375532
2,1.062842766113262,0.9954203244813878
3,1.0112907517703567,0.9877415582612463
4,0.9737179403328123,0.9949959058948762
5,0.9584138866366809,0.9881343887255977
6,0.9278598772268292,0.9830681937081474
7,0.912151562070484,0.9861764790314291
8,0.9004663795690685,0.9965952978129803
9,0.8785816098560055,0.9926223321790186
10,0.8599397953988085,0.998869349890134
11,0.8502841114370413,0.9984148735871656
12,0.8399831687784872,1.0031927936646232
13,0.8295311163129517,1.0124419972756202
14,0.8182120357057151,1.015114029919595
15,0.8092227013964575,1.0280999643298818
16,0.7947418732571889,1.0346486750175723
17,0.787340079466054,1.041729153154757
18,0.7827328576876333,1.0416183069055889
19,0.7689198720422846,1.0481544944697023
20,0.7629433583716366,1.0630145634433985
21,0.7671295313802441,1.0582433508607907
22,0.7524820995062084,1.0625226727254529
23,0.7521225780516417,1.0736398522791826
24,0.7474536327116861,1.0648154983886133
25,0.7343707094574553,1.0777462480928952
26,0.7318800102803079,1.0929051720894727
27,0.7203753836969102,1.0917916019340457
28,0.7190242785447661,1.094146447984773
29,0.718921972636851,1.1048399077763247
30,0.7059774637234966,1.1090322119740252
31,0.7008173336594341,1.1133306449757816
32,0.6908619941672081,1.1176229213155715
33,0.6829665476634834,1.1302124118761405
34,0.683889894576359,1.1267943756594498
35,0.6711949607333318,1.1428856272939023
36,0.6688441580908233,1.155055740117918
37,0.6668081277675102,1.1498066143922097
38,0.6644707432875216,1.1707520319522107
39,0.6574174639831237,1.1731000216461
40,0.6527169450497196,1.1687676624749035
41,0.6503265521839301,1.1693042655450359
42,0.6503173451502489,1.189250890983397
43,0.6358492146256286,1.2063738626195437
44,0.6416933470235258,1.197123359730667
45,0.6337249747423649,1.2210238960332274
46,0.6285000695072614,1.221907017819689
47,0.6220992132676733,1.2265829746171473
48,0.6216003169941936,1.2241917470447117
49,0.623822539992497,1.2403902931335253
50,0.6138000760620193,1.257817886671156
51,0.5977936282883078,1.2518814536111642
52,0.6019893565451208,1.2697558074387063
53,0.5940231646185977,1.2843394603755365
54,0.586322117561016,1.2872296208826062
55,0.5845233389138351,1.306738682393884
56,0.5866351431161696,1.3049203382132533
57,0.580949149455831,1.3025666508485279
58,0.5713079075451654,1.3260998094751104
59,0.5700616188150469,1.3265641306916747
60,0.5750366132541025,1.333191342791266
61,0.5612695712866133,1.3548085281480018
62,0.5573038343490485,1.3617167962516947
63,0.5641343230056296,1.3653474855183576
64,0.5608622558560311,1.367811584951452
65,0.5629540118812926,1.3856134049046915
66,0.5561728348612969,1.3903689928546663
67,0.5477047318226159,1.3952401373169836
68,0.5435144864008867,1.3999733404719301
69,0.5422082468094872,1.4188315347143092
70,0.5337188319888904,1.4314257492490252
71,0.5308438468283015,1.4379014117921232
72,0.535844919814201,1.439976295669674
73,0.5289842004607159,1.4598180589366863
74,0.5280852271876233,1.4835650837078642
75,0.5272385432497851,1.4737524733811087
76,0.5114441641834505,1.4727531595896064
77,0.5107464084715749,1.4874064407627205
78,0.5139029425445042,1.504102580681178
79,0.5126602106436859,1.533280861861953
80,0.5016807733435679,1.5441778397135733
81,0.5095169588949598,1.5343353333727838
82,0.5037970202816775,1.5545128798822136
83,0.5042732671355572,1.5326167349943773
84,0.496405834239714,1.542224068992054
85,0.5041816502903008,1.567772953872646
86,0.4941449424294398,1.5917558541639598
87,0.4890619017501863,1.592401340637834
88,0.48892604913828924,1.5931018766666971
89,0.48605056010153797,1.6188037252926706
90,0.4840078721162304,1.6198999417094757
91,0.4828274678788476,1.631729110959783
92,0.4830917284210318,1.6286133651263308
93,0.4724491307375958,1.6349715159288665
94,0.47703096876621526,1.662541425810291
95,0.46825064111157744,1.6723527483937948
96,0.4667598014940352,1.673795983650977
97,0.4651398551182679,1.687981683442931
98,0.472396908461924,1.6879147201409246
99,0.4660012503405863,1.6954532263758846
100,0.4601638744630225,1.740160024095376
