predicted_by_margin,1,2,3,4,5
1,0.017335766423357664,0.09717153284671533,0.36313868613138683,0.48950729927007297,0.032846715328467155
2,0.008215426745778184,0.07120036513007759,0.31811958010041075,0.549520766773163,0.05294386125057052
3,0.010953902327704245,0.06572341396622547,0.2779552715654952,0.5791875855773619,0.06617982656321314
4,0.00867183934276586,0.05750798722044728,0.26471930625285256,0.5727978092195345,0.09630305796439982
5,0.003194888178913738,0.05020538566864446,0.27293473299863075,0.56777727065267,0.10588772250114104
