,precision,recall,f1-score,support
confidence_1,0.008211678832116789,0.16981132075471697,0.015665796344647518,106.0
confidence_2,0.06846188954815152,0.20026702269692923,0.10204081632653061,749.0
confidence_3,0.29301688726608854,0.19573170731707318,0.234692012429172,3280.0
confidence_4,0.5285257873117298,0.19156327543424317,0.28120446818844097,6045.0
confidence_5,0.11136467366499316,0.31443298969072164,0.16447590158409167,776.0
accuracy,0.20189850310332239,0.20189850310332239,0.20189850310332239,0.20189850310332239
macro avg,0.20191618332461597,0.21436126317873683,0.15961579897457653,10956.0
weighted avg,0.39198623170171426,0.20189850310332239,0.24419434615162183,10956.0
