sim_bin,predicted_confidence,n,margin_min,margin_mean,margin_max
Q1_pred_1,1,2192,9.462237358093262e-06,0.005798106332671536,0.011854885146021843
Q2_pred_2,2,2191,0.011855095624923706,0.01923595722390671,0.02736462652683258
Q3_pred_3,3,2191,0.027367204427719116,0.03811990681462694,0.04993211477994919
Q4_pred_4,4,2191,0.04993368685245514,0.06602382186897157,0.08651454746723175
Q5_pred_5,5,2191,0.08652977645397186,0.14078034485708574,0.3516444265842438
