,precision,recall,f1-score,support
confidence_1,0.011861313868613138,0.24528301886792453,0.022628372497824196,106.0
confidence_2,0.08032861706983113,0.2349799732977303,0.11972789115646258,749.0
confidence_3,0.2802373345504336,0.1871951219512195,0.22445622372509597,3280.0
confidence_4,0.5673208580556823,0.20562448304383787,0.3018455560951918,6045.0
confidence_5,0.11547238703788225,0.32603092783505155,0.17054263565891473,776.0
accuracy,0.21102592186929536,0.21102592186929536,0.21102592186929536,0.21102592186929536
macro avg,0.21104410211648847,0.23982270499915273,0.16784013582669785,10956.0
weighted avg,0.4107030896375315,0.21102592186929536,0.2542249619976293,10956.0
