confidence,n,mean,std,median,q1,q3
1,106,0.4601923310382397,0.1524558950726677,0.4948626607656479,0.39472901821136475,0.5547968447208405
2,749,0.46942626112417374,0.12944383716530156,0.49124690890312195,0.3983311057090759,0.5646421313285828
3,3280,0.47074860383219813,0.13230225199887696,0.4930877387523651,0.39341767132282257,0.5696413964033127
4,6045,0.4912227794192146,0.1210980102221603,0.5124431848526001,0.42268282175064087,0.5806746482849121
5,776,0.5385092844581711,0.10177697224627527,0.5599377155303955,0.4939417541027069,0.6083262860774994
