method,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
audio_text_sim_quantile_5bin,0.21102592186929536,0.21104410211648847,0.23982270499915273,0.16784013582669785,0.4107030896375315,0.21102592186929536,0.2542249619976293
