sim_bin,predicted_confidence,n,sim_min,sim_mean,sim_max
Q1_pred_1,1,2192,-0.10946661233901978,0.28943025457359856,0.3892825245857239
Q2_pred_2,2,2191,0.38938775658607483,0.4370108529864137,0.4776129424571991
Q3_pred_3,3,2191,0.4776197671890259,0.5089253376793611,0.538301944732666
Q4_pred_4,4,2191,0.5383790731430054,0.5655666178951847,0.5933535695075989
Q5_pred_5,5,2191,0.593420147895813,0.6324177142802246,0.7932930588722229
