accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,mae,task,best_epoch,best_val_loss
0.5675182481751825,0.4009893802948087,0.3272304368184649,0.3211133405452149,0.5569988880383784,0.5675182481751825,0.5331853163641265,0.5182481751824818,confidence_5class_weighted12_mlp,13,1.017869927066169
