accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,mae,task,best_epoch,best_val_loss
0.698905109489051,0.682492115738961,0.6876669606854839,0.6843522448661373,0.7044485709543133,0.698905109489051,0.7010076480039763,0.3010948905109489,confidence_binary_123_vs_45_weighted12_mlp,4,0.5893734016218203
