,pred_1,pred_2,pred_3,pred_4,pred_5
true_1,0.125,0.25,0.375,0.25,0.0
true_2,0.044642857142857144,0.30357142857142855,0.22321428571428573,0.42857142857142855,0.0
true_3,0.032520325203252036,0.12601626016260162,0.266260162601626,0.5711382113821138,0.0040650406504065045
true_4,0.009922822491730982,0.044101433296582136,0.10694597574421169,0.8302094818081588,0.008820286659316428
true_5,0.0,0.0,0.02564102564102564,0.8632478632478633,0.1111111111111111
