method,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
audio_class_sim_quantile_5bin,0.21066082511865644,0.21067876382147271,0.24599534506414109,0.16771260966630638,0.4078378782509986,0.21066082511865644,0.2536218858272198
