n_rows,is_mean_monotonic_increasing,confidence_5_mean_minus_confidence_1_mean,confidence_5_mean_minus_confidence_4_mean,similarity_5bin_accuracy,similarity_5bin_macro_precision,similarity_5bin_macro_recall,similarity_5bin_macro_f1,similarity_5bin_weighted_precision,similarity_5bin_weighted_recall,similarity_5bin_weighted_f1
10956,True,0.09534915437494876,0.055049710594058845,0.21066082511865644,0.21067876382147271,0.24599534506414109,0.16771260966630638,0.4078378782509986,0.21066082511865644,0.2536218858272198
