,precision,recall,f1-score,support
confidence_1,0.014142335766423358,0.29245283018867924,0.026979982593559618,106.0
confidence_2,0.07028753993610223,0.205607476635514,0.10476190476190476,749.0
confidence_3,0.2975810132359653,0.19878048780487806,0.2383476512520563,3280.0
confidence_4,0.553628480146052,0.20066170388751034,0.2945604662457504,6045.0
confidence_5,0.11775445002282063,0.3324742268041237,0.17391304347826086,776.0
accuracy,0.21066082511865644,0.21066082511865644,0.21066082511865644,0.21066082511865644
macro avg,0.21067876382147271,0.24599534506414109,0.16771260966630638,10956.0
weighted avg,0.4078378782509986,0.21066082511865644,0.2536218858272198,10956.0
