epoch,train_loss,acc,mae,mse,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,loss
1,1.6961076197043123,0.45574817518248173,0.6756386861313869,0.9876824817518248,0.3150750745394008,0.36282145930268384,0.32321063898458935,0.5228685301670797,0.45574817518248173,0.47049109732375605,1.461820690301213
2,1.526489463912358,0.4863138686131387,0.5999087591240876,0.7951642335766423,0.3340776700313867,0.3503456759962732,0.33146846742976355,0.5236310386099143,0.4863138686131387,0.492538392381607,1.4014798176549648
3,1.4443777853470858,0.5063868613138686,0.572536496350365,0.7495437956204379,0.3493515734459873,0.35183700188660494,0.34127198536781966,0.5373265429338441,0.5063868613138686,0.5110684194407249,1.3538424594558938
4,1.3862187330279923,0.5068430656934306,0.5593065693430657,0.7043795620437956,0.33004661075824304,0.3345692920912147,0.32429277603556206,0.53113802894936,0.5068430656934306,0.5077105574161949,1.3077005417677607
5,1.3472681059678469,0.5246350364963503,0.5333029197080292,0.6610401459854015,0.3536253357816193,0.33954645373699804,0.3302822451643924,0.5438025186949845,0.5246350364963503,0.5216639216413168,1.2770651491889118
6,1.3062564272795676,0.5342153284671532,0.5127737226277372,0.6167883211678832,0.3742165694787962,0.32303554932776735,0.3306464818517391,0.5442855391867794,0.5342153284671532,0.5275219783476623,1.2440070192309192
7,1.2823599915915784,0.5287408759124088,0.5187043795620438,0.6199817518248175,0.3635668787953606,0.3179644788490007,0.3250625637285992,0.5368790350809043,0.5287408759124088,0.5221456628260528,1.2208942009584747
8,1.2501259065555796,0.5406021897810219,0.5063868613138686,0.6085766423357665,0.3905568799429969,0.31266036699156646,0.32536727678868077,0.5469720673861158,0.5406021897810219,0.5305107271671138,1.1906546293383968
9,1.2254911928838488,0.5378649635036497,0.5123175182481752,0.6227189781021898,0.37098398938703153,0.30846641220877685,0.32007048043680475,0.5347124622669848,0.5378649635036497,0.5273400102329534,1.1610232704747332
10,1.1984354513848225,0.5547445255474452,0.4936131386861314,0.5976277372262774,0.4064499556067179,0.32570564922524725,0.3346982932741861,0.5545231573986834,0.5547445255474452,0.5420941153278824,1.1365817476363078
11,1.178685374534168,0.5625,0.4863138686131387,0.5921532846715328,0.39538306439417226,0.31433386869192603,0.3248295139641919,0.5524536014419774,0.5625,0.5460996969987504,1.1215324071201964
12,1.1546715224295214,0.5611313868613139,0.48813868613138683,0.593978102189781,0.3853271724925147,0.31370226801308265,0.3301691825576604,0.5442222665661157,0.5611313868613139,0.5449506520361,1.107577092021051
13,1.1385634220228626,0.5588503649635036,0.49224452554744524,0.6017335766423357,0.4093998898491781,0.3071119040342629,0.3255886884189493,0.5433422620207264,0.5588503649635036,0.5380068173256387,1.0940904804389842
14,1.1298362101555306,0.5565693430656934,0.4977189781021898,0.6154197080291971,0.39662545397289695,0.2975402375084801,0.3106369809111649,0.5386073529936758,0.5565693430656934,0.5330493857055045,1.0826860383479264
15,1.1157467788563968,0.5652372262773723,0.4835766423357664,0.5894160583941606,0.44382140895090083,0.3059995199112215,0.32610446156538625,0.5573890597908058,0.5652372262773723,0.5424133738413167,1.0672613495457781
16,1.1014728770850184,0.5606751824817519,0.4858576642335766,0.5880474452554745,0.4279671940342296,0.2942832177002122,0.31113890491560947,0.5490382764206031,0.5606751824817519,0.5353047758579157,1.0579803468537157
