epoch,train_loss,acc,mae,mse,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,loss
1,1.6550865820258354,0.4520985401459854,0.6747262773722628,0.969434306569343,0.31275006913293535,0.35884086876097465,0.3202365561335907,0.5181326556003762,0.4520985401459854,0.46623332889297203,1.4608719287997616
2,1.505999064510786,0.48175182481751827,0.6117700729927007,0.822536496350365,0.3331013852521137,0.36245957082757024,0.33589681067352306,0.5256492426120485,0.48175182481751827,0.4900538595913685,1.3981902355695293
3,1.429814762962512,0.5077554744525548,0.5688868613138686,0.7413321167883211,0.35475355245322043,0.358600179402411,0.3478194384667953,0.5382106576719454,0.5077554744525548,0.5129786939934434,1.3535024989260374
4,1.371297419805714,0.5072992700729927,0.5620437956204379,0.7135036496350365,0.3938977659636405,0.34305408979595375,0.3403943428435895,0.5320540263901979,0.5072992700729927,0.508524249660384,1.3041878538410159
5,1.3333295704512116,0.5296532846715328,0.531478102189781,0.6656021897810219,0.35228739900184824,0.34247078936131936,0.3349922689598302,0.5484459400165812,0.5296532846715328,0.5275519748124244,1.2722685980970843
6,1.2919389463787696,0.5415145985401459,0.5050182481751825,0.6072080291970803,0.3797434059326873,0.32631623111885605,0.3342510638026652,0.5519837339457184,0.5415145985401459,0.5343366757130606,1.2371484023811172
7,1.2660784459124956,0.5346715328467153,0.5145985401459854,0.6204379562043796,0.36354534317106235,0.31776659449079164,0.3255909316536085,0.5402307417319187,0.5346715328467153,0.5275472546789268,1.2176169922752103
8,1.2349432091471377,0.5346715328467153,0.5141423357664233,0.6218065693430657,0.3730392851812091,0.3117309844746008,0.3229443993126873,0.5393257278625889,0.5346715328467153,0.5262504558619212,1.188807162055134
9,1.2086389459251323,0.5460766423357665,0.5036496350364964,0.6131386861313869,0.37976573970425553,0.3220098163524957,0.33458831715169635,0.5442978260622636,0.5460766423357665,0.5372621968943304,1.1585770432096327
10,1.1860511944425645,0.5492700729927007,0.5013686131386861,0.6108576642335767,0.3954497597530732,0.324986800267896,0.33217816615493556,0.549660706475975,0.5492700729927007,0.5378059790403429,1.1362025711658228
11,1.1602376575395974,0.5583941605839416,0.48996350364963503,0.593978102189781,0.4020243486365082,0.32112970850049743,0.33218130897958253,0.5535932730294164,0.5583941605839416,0.5448767031669034,1.120555455667259
12,1.1395744016757026,0.5593065693430657,0.48950729927007297,0.594434306569343,0.390073462233823,0.3180377091854097,0.33479427181282445,0.5467108845089614,0.5593065693430657,0.5453726285687462,1.1070238491044426
13,1.1273759494683124,0.5588503649635036,0.48905109489051096,0.593978102189781,0.48061812751299104,0.3221302786930067,0.348310422608295,0.5495847739167187,0.5588503649635036,0.5408902783821249,1.0926501663931965
14,1.1170767084314963,0.5597627737226277,0.4968065693430657,0.6199817518248175,0.4026785756694971,0.30862108315831227,0.32132298085442124,0.5450577001219177,0.5597627737226277,0.5390077105921278,1.082671640128115
15,1.102013415802782,0.5666058394160584,0.48038321167883213,0.5816605839416058,0.43160658692894327,0.3084557202090283,0.32996714294077617,0.5546068626171434,0.5666058394160584,0.5447208185394659,1.0650464753164863
16,1.0846646214554376,0.5688868613138686,0.47992700729927007,0.5857664233576643,0.4260190579758526,0.30262245515017133,0.3195059235020883,0.5564164064659732,0.5688868613138686,0.5452955002034587,1.0542516864999367
17,1.0735047713962662,0.5638686131386861,0.48677007299270075,0.5953467153284672,0.4387591780357186,0.3074315304536676,0.32597971548284227,0.5548121348220305,0.5638686131386861,0.5409822159375917,1.0439124842629814
18,1.0715208016591005,0.5547445255474452,0.5,0.6177007299270073,0.3933980739691429,0.29645584700448446,0.3135008079523338,0.5331037557162401,0.5547445255474452,0.5298568902779048,1.0395047390547982
19,1.0613022974668056,0.5688868613138686,0.4822080291970803,0.5926094890510949,0.42221403830547855,0.3070057350560175,0.32729847415701485,0.5510599904560843,0.5688868613138686,0.5440474542024855,1.0308822597900447
20,1.0553644591953482,0.5752737226277372,0.47764598540145986,0.5926094890510949,0.4638222671609931,0.2925144980308774,0.3117202947940754,0.5648335543369604,0.5752737226277372,0.5415506016030331,1.023082027035038
21,1.0481256524050742,0.5629562043795621,0.4876824817518248,0.5971715328467153,0.44385463870743,0.2801093128553253,0.2946745894983308,0.5495301021348125,0.5629562043795621,0.5278331727054534,1.0237022207601227
22,1.0413969486666184,0.5720802919708029,0.4863138686131387,0.614963503649635,0.43653439849078063,0.29101724309831745,0.3091599992763335,0.5520913372095395,0.5720802919708029,0.535584171978712,1.018353058038837
23,1.0396646052286103,0.5743613138686131,0.47992700729927007,0.5958029197080292,0.43136857936943385,0.2984534628164197,0.31884289210787353,0.5550904566235995,0.5743613138686131,0.5439701150218611,1.0108986079257771
24,1.0352361817601499,0.573905109489051,0.4876824817518248,0.6208941605839416,0.4196853213127917,0.2920194679792706,0.3079279777346974,0.5487358922519755,0.573905109489051,0.5361667346778157,1.0024814575257963
25,1.0236200111633782,0.5752737226277372,0.48950729927007297,0.6281934306569343,0.41503228892797245,0.27723943642129034,0.28747113495251414,0.5481756122703131,0.5752737226277372,0.5327800369361515,1.0007741003140915
26,1.0192559413418059,0.5780109489051095,0.48038321167883213,0.6062956204379562,0.45330334033758246,0.29279024780383767,0.3122290172682131,0.5608980892807168,0.5780109489051095,0.5397335266635453,0.998820563302423
