epoch,train_loss,acc,mae,mse,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,loss
1,1.5811969265443775,0.4466240875912409,0.7002737226277372,1.0442518248175183,0.31116629152908093,0.36674429722341173,0.319373059024335,0.5238554116455848,0.4466240875912409,0.46436354843675043,1.4612780478748961
2,1.454105230402805,0.47582116788321166,0.6259124087591241,0.8558394160583942,0.3282229298792886,0.37647780986626567,0.33592415308306894,0.5330364669982047,0.47582116788321166,0.48681334160437595,1.3982244173105616
3,1.3828835958544383,0.4981751824817518,0.5848540145985401,0.7700729927007299,0.3386879798613678,0.3530616379186224,0.33883339856677047,0.5346171967513711,0.4981751824817518,0.5051028172668939,1.3561767896596533
4,1.338796406072985,0.5045620437956204,0.5716240875912408,0.739507299270073,0.42841938411150216,0.35778115119746623,0.34931732353377,0.5404584371100989,0.5045620437956204,0.5092562514351365,1.3048100897865573
5,1.2962594477894207,0.5246350364963503,0.5333029197080292,0.6583029197080292,0.34666812798026136,0.3433192070190497,0.335512988431396,0.545315723184867,0.5246350364963503,0.5243107986779559,1.2691315473431217
6,1.2581587524405358,0.5360401459854015,0.5159671532846716,0.6291058394160584,0.360896333554326,0.3341577693102978,0.33806473705221307,0.5470353940853373,0.5360401459854015,0.5322653606929539,1.2355344643558028
7,1.2263946366712744,0.5342153284671532,0.5196167883211679,0.6373175182481752,0.35578154117491534,0.3237207032054325,0.32957739561129396,0.5416555592752259,0.5342153284671532,0.5294809571594181,1.2182312986276445
8,1.1926026635929527,0.5515510948905109,0.49954379562043794,0.6117700729927007,0.3891310696189559,0.3341427185812781,0.3479581204201853,0.5536431854590784,0.5515510948905109,0.5451247741309011,1.1863638206119955
9,1.166952018050068,0.5460766423357665,0.5095802919708029,0.6318430656934306,0.36177643879502164,0.32303603808632064,0.3330026592937923,0.5405352890648892,0.5460766423357665,0.5384431715224425,1.161327541744622
10,1.143550477034422,0.5561131386861314,0.49452554744525545,0.6049270072992701,0.38402068777001835,0.3265561595498653,0.33804434791483773,0.5493176991075693,0.5561131386861314,0.5451014866900303,1.133150360880107
11,1.1191124774070158,0.5533759124087592,0.4972627737226277,0.6058394160583942,0.38018848313374276,0.3228156589137206,0.3338303828469085,0.5452670025715092,0.5533759124087592,0.5421851702717093,1.117603676162497
12,1.0973646251755944,0.5666058394160584,0.4876824817518248,0.6053832116788321,0.3921486185210194,0.3308317684389854,0.3476794328234723,0.5538696079250655,0.5666058394160584,0.5546383856075447,1.1044115624288573
13,1.0911119922227046,0.5679744525547445,0.48722627737226276,0.6094890510948905,0.5059363001175834,0.33691949262620174,0.3640099893237271,0.5587944036357674,0.5679744525547445,0.5537087036149381,1.0877179164085946
14,1.0754494732071525,0.5684306569343066,0.4858576642335766,0.6062956204379562,0.37267665131945527,0.3185192642395632,0.3305476094863248,0.5470145814988542,0.5684306569343066,0.5515501190869362,1.0818660215739786
15,1.058431570467912,0.5666058394160584,0.4831204379562044,0.5907846715328468,0.4140155553000991,0.3103375164996651,0.3305804004423399,0.5531537055295682,0.5666058394160584,0.547432690089423,1.0655299951560306
16,1.049163987951048,0.5734489051094891,0.47536496350364965,0.5821167883211679,0.4205677238122176,0.31361361089617296,0.3322096795169149,0.5609478406988248,0.5734489051094891,0.5537374553100245,1.0506572919170352
17,1.033947462199867,0.5670620437956204,0.4908759124087591,0.614963503649635,0.39255696071272717,0.3172718852208517,0.33474865337970827,0.5467731449595256,0.5670620437956204,0.5484162723680504,1.0423360662738772
18,1.0324862858629944,0.5579379562043796,0.4954379562043796,0.6113138686131386,0.37606323712319034,0.3102832242025433,0.3262595246622993,0.5350010677705063,0.5579379562043796,0.5387444822137478,1.0354163120262814
19,1.019533657200638,0.5784671532846716,0.47308394160583944,0.5853102189781022,0.41160127825771814,0.3162920608704888,0.3366368772700038,0.5582800449877925,0.5784671532846716,0.5567468940051558,1.0239157785464377
