epoch,train_loss,acc,mae,mse,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,loss
1,1.8677053348705792,0.4498175182481752,0.6811131386861314,0.9940693430656934,0.30765173495744247,0.35328506776822344,0.3143420372618357,0.517372279650369,0.4498175182481752,0.4640082214555098,1.4701021753088401
2,1.5929842856527736,0.48813868613138683,0.5898722627737226,0.7696167883211679,0.3198569876400936,0.3383267800673208,0.31848542336680513,0.5230802587204818,0.48813868613138683,0.493067923473957,1.4055207941653955
3,1.482519640654856,0.5050182481751825,0.5597627737226277,0.7039233576642335,0.34709187608674036,0.34114954819636173,0.328735550629704,0.5342850058735644,0.5050182481751825,0.5046684799905743,1.3612236611164399
4,1.4442467187322585,0.5059306569343066,0.5583941605839416,0.6961678832116789,0.32636939723514863,0.3239172394136632,0.31505230460428935,0.5222063822433668,0.5059306569343066,0.5035177366100282,1.3168346707838294
5,1.399211154578212,0.5333029197080292,0.5232664233576643,0.646441605839416,0.37022033953622235,0.3440911605143777,0.3396836812997804,0.5498706376005968,0.5333029197080292,0.5290305320735424,1.282900012322586
6,1.3603066404025776,0.5369525547445255,0.5118613138686131,0.6177007299270073,0.37657523073889543,0.316957130131152,0.32382454398842975,0.545402911576021,0.5369525547445255,0.5276768923076013,1.2470025032976249
7,1.3313804412747778,0.5374087591240876,0.510036496350365,0.6131386861313869,0.3767133296336437,0.3135896888201087,0.32159691461034,0.5404161278837163,0.5374087591240876,0.5273269701916792,1.223467522293982
8,1.2861744014164564,0.5374087591240876,0.5123175182481752,0.6208941605839416,0.39758948155478346,0.30112830074581737,0.31202384576068787,0.5425979504845,0.5374087591240876,0.523574273281342,1.195528372360842
9,1.278127900382146,0.5369525547445255,0.5141423357664233,0.6272810218978102,0.38138834754608303,0.2985530806960962,0.3097422174889178,0.5331514861596772,0.5369525547445255,0.5229630795292167,1.1710184125134544
10,1.2384180619476157,0.5506386861313869,0.4968065693430657,0.5999087591240876,0.43323038206360104,0.31093577105725734,0.3233466392633337,0.5545280711290573,0.5506386861313869,0.5344460224464236,1.1485206872007272
11,1.2227195692301775,0.5593065693430657,0.4835766423357664,0.5775547445255474,0.4554737245876487,0.2987098789916185,0.31141673358180777,0.5649783779773155,0.5593065693430657,0.5379880422232172,1.1306120770691086
12,1.2130193442092645,0.552007299270073,0.4949817518248175,0.5989963503649635,0.42768564377983215,0.2995574307555925,0.3184047750568101,0.5451445483343499,0.552007299270073,0.5313791559915728,1.118916438008747
13,1.1912961893569167,0.5593065693430657,0.4954379562043796,0.6113138686131386,0.42390629110393274,0.29844595154029385,0.3141832656593673,0.5455807489369264,0.5593065693430657,0.5337182676046844,1.1026941677079583
14,1.1782097353449916,0.5515510948905109,0.5009124087591241,0.6167883211678832,0.42922576739848833,0.2848127903019899,0.29869425177863496,0.5420207626695922,0.5515510948905109,0.5240336832724162,1.0889688760694796
15,1.1552154542321431,0.5565693430656934,0.4958941605839416,0.6090328467153284,0.46233071622396044,0.28411005086990354,0.29990873054224887,0.5532671837555189,0.5565693430656934,0.5260210885743014,1.0743519385365674
16,1.1532966291888127,0.5552007299270073,0.4981751824817518,0.6140510948905109,0.45660699566289564,0.28281966109850376,0.2994075661930079,0.5494573021287626,0.5552007299270073,0.5239975070273161,1.066923516510177
17,1.1365685927601288,0.5602189781021898,0.49635036496350365,0.6186131386861314,0.4764805305551179,0.2742092341771192,0.2856230673711198,0.5581864875228671,0.5602189781021898,0.5225591795544404,1.051035985894447
18,1.1277321789265766,0.5647810218978102,0.4949817518248175,0.6236313868613139,0.4666988008618601,0.2827663278952171,0.29913401315711424,0.5555190249990826,0.5647810218978102,0.5260141017135506,1.0428809153772618
19,1.1227715642198697,0.5661496350364964,0.4908759124087591,0.6140510948905109,0.4547577390576386,0.2697210185684901,0.2782978406226305,0.5537293559881399,0.5661496350364964,0.5229087755423176,1.0352233739664956
20,1.1159973763157276,0.5670620437956204,0.4931569343065693,0.6263686131386861,0.4731714728549134,0.26050962128256316,0.26571582025478274,0.5580572224512067,0.5670620437956205,0.5164850846188265,1.0362118682722106
21,1.1099570711580709,0.5606751824817519,0.4958941605839416,0.6181569343065694,0.46348237026869243,0.27510352578065905,0.2905268831798454,0.5496178229893222,0.5606751824817519,0.5191322665590559,1.031387921667447
22,1.1055477261815316,0.5629562043795621,0.4981751824817518,0.6313868613138686,0.46507586179442023,0.26686865291206896,0.2781765555019441,0.5497051891258242,0.5629562043795621,0.5130112402655876,1.0288697685638484
23,1.1001254160727392,0.5552007299270073,0.5050182481751825,0.635492700729927,0.4346413341688932,0.260100311461659,0.26811218913806734,0.5368009406520958,0.5552007299270073,0.508826069310071,1.021541301351394
24,1.101703822150289,0.5679744525547445,0.49635036496350365,0.6359489051094891,0.4704689214741241,0.26965563329453607,0.2811962983746858,0.5571536293005396,0.5679744525547445,0.5195842780303364,1.0147231303862412
25,1.0904646442666657,0.5661496350364964,0.5,0.6441605839416058,0.4128785493095923,0.26066053713589654,0.26193240994891703,0.5354690681107959,0.5661496350364964,0.5092183725745116,1.0128970676965088
26,1.0867246014785679,0.5611313868613139,0.5059306569343066,0.6500912408759124,0.4217478326396371,0.2505913664215288,0.25020535368962704,0.5340690354659716,0.5611313868613139,0.5014246949975556,1.0070195711442154
27,1.0850546352670705,0.5602189781021898,0.5,0.6313868613138686,0.46693379744522767,0.2628323287231806,0.27323937856013875,0.547287825207717,0.5602189781021898,0.5088242386345452,1.0058611674900473
28,1.0828699599874994,0.5697992700729927,0.49452554744525545,0.6322992700729927,0.42338905539436233,0.2605869632596619,0.26188083872608126,0.5406946625958053,0.5697992700729927,0.5091820786951451,1.0029254438233202
29,1.082814242566682,0.5775547445255474,0.49178832116788324,0.6432481751824818,0.4702341928434384,0.26538966736241604,0.2729825895711686,0.5645260193930017,0.5775547445255474,0.515867192335974,0.9975470565531376
30,1.0787775866357445,0.5625,0.5082116788321168,0.6642335766423357,0.45668008955824124,0.2586524579895226,0.26426863245037724,0.5457184032414554,0.5625,0.4978563140869773,0.9970976336158975
